"treeName","setname","source","description","nTips_all","processType","regimeMRCA","regimeTime","regime_nTips","K","sigma","lambda0","lambda1","mu0","mu1"
"RaboskyEtAl2017_354","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",66,"birth-death",67,0,62,NA,NA,0.0482991,0,0.0164809,0
"RaboskyEtAl2017_354","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",66,"birth-death",89,68.9894,4,NA,NA,0.10505,0,0.0701214,0
"RaboskyEtAl2017_355","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",43,"birth-death",44,0,41,NA,NA,0.0453633,0,0.02589,0
"RaboskyEtAl2017_355","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",43,"birth-death",52,87.9682,2,NA,NA,0.066405,0,0.0443567,0
"RaboskyEtAl2017_356","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1116,"birth-death",1117,0,1046,NA,NA,0.0868664,0,0.0279456,0
"RaboskyEtAl2017_356","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1116,"birth-death",2026,83.4634,10,NA,NA,0.15561,0,0.0536664,0
"RaboskyEtAl2017_356","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1116,"birth-death",1832,29.816,60,NA,NA,0.0694527,0,0.00814608,0
"RaboskyEtAl2017_357","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",35,"birth-death",36,0,35,NA,NA,0.056349,0,0.0132014,0
"RaboskyEtAl2017_358","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",20,"birth-death",21,0,20,NA,NA,0.0805221,0,0.0545445,0
"RaboskyEtAl2017_359","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",615,"birth-death",616,0,323,NA,NA,0.105115,0,0.0408674,0
"RaboskyEtAl2017_359","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",615,"birth-death",644,67.08526,286,NA,NA,0.21006,0,0.011315,0
"RaboskyEtAl2017_359","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",615,"birth-death",636,90.48096,6,NA,NA,0.161704,0,0.0064782,0
"RaboskyEtAl2017_360","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",18,"birth-death",19,0,18,NA,NA,0.0462764,0,0.0320499,0
"RaboskyEtAl2017_361","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",790,"birth-death",791,0,642,NA,NA,0.0854998,0,0.0263668,0
"RaboskyEtAl2017_361","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",790,"birth-death",1381,41.5243,2,NA,NA,0.0225958,0,0.0192964,0
"RaboskyEtAl2017_361","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",790,"birth-death",1341,92.3109,2,NA,NA,0.0822529,0,0.0406123,0
"RaboskyEtAl2017_361","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",790,"birth-death",1063,73.8913,144,NA,NA,0.23033,0,0.06362,0
"RaboskyEtAl2017_362","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",29,"birth-death",30,0,29,NA,NA,0.0326036,0,0.00530136,0
"RaboskyEtAl2017_363","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",949,"birth-death",950,0,922,NA,NA,0.10585,0,0.0386865,0
"RaboskyEtAl2017_363","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",949,"birth-death",1847,78.4123,15,NA,NA,0.211308,0,0.0851924,0
"RaboskyEtAl2017_363","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",949,"birth-death",1242,85.7115,12,NA,NA,0.0621061,0,0.039688,0
"RaboskyEtAl2017_364","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",463,"birth-death",464,0,455,NA,NA,0.0591567,0,0.000592643,0
"RaboskyEtAl2017_364","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",463,"birth-death",885,93.3968,2,NA,NA,0.199359,0,0.142451,0
"RaboskyEtAl2017_364","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",463,"birth-death",689,95.6474,2,NA,NA,0.12788,0,0.046844,0
"RaboskyEtAl2017_364","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",463,"birth-death",574,63.4331,4,NA,NA,0.0789496,0,0.0439907,0
"RaboskyEtAl2017_365","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",647,"birth-death",648,0,647,NA,NA,0.0841228,0,0.0144734,0
"RaboskyEtAl2017_366","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",39,"birth-death",40,0,32,NA,NA,0.0284464,0,0.011038,0
"RaboskyEtAl2017_366","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",39,"birth-death",50,79.2753,7,NA,NA,0.103431,0,0.0797539,0
"RaboskyEtAl2017_367","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",886,"birth-death",887,0,20,NA,NA,0.0928472,0,0.0818517,0
"RaboskyEtAl2017_367","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",886,"birth-death",907,38.35547,862,NA,NA,0.134115,0,0.022088,0
"RaboskyEtAl2017_367","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",886,"birth-death",1373,90.10337,2,NA,NA,0.0752158,0,0.00466319,0
"RaboskyEtAl2017_367","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",886,"birth-death",1169,80.82997,2,NA,NA,0.126974,0,0.152028,0
"RaboskyEtAl2017_368","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1262,"birth-death",1263,0,1223,NA,NA,0.163721,0,0.0969759,0
"RaboskyEtAl2017_368","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1262,"birth-death",2351,61.337114,2,NA,NA,0.0769481,0,0.00923117,0
"RaboskyEtAl2017_368","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1262,"birth-death",2300,66.917914,2,NA,NA,0.125447,0,0.0213726,0
"RaboskyEtAl2017_368","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1262,"birth-death",1866,43.299614,29,NA,NA,0.15351,0,0.0197633,0
"RaboskyEtAl2017_368","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1262,"birth-death",1646,58.889414,2,NA,NA,0.120308,0,0.0479521,0
"RaboskyEtAl2017_368","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1262,"birth-death",1536,55.939114,4,NA,NA,0.0907766,0,0.0924989,0
"RaboskyEtAl2017_369","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",189,"birth-death",190,0,151,NA,NA,0.0518212,0,0.000845743,0
"RaboskyEtAl2017_369","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",189,"birth-death",340,80.8162,12,NA,NA,0.184276,0,0.0100838,0
"RaboskyEtAl2017_369","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",189,"birth-death",331,99.1192,2,NA,NA,0.203699,0,0.00138474,0
"RaboskyEtAl2017_369","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",189,"birth-death",267,61.1349,24,NA,NA,0.136371,0,0.030841,0
"RaboskyEtAl2017_370","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",255,"birth-death",256,0,255,NA,NA,0.103276,0,0.0377341,0
"RaboskyEtAl2017_371","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",23,"birth-death",24,0,23,NA,NA,0.0735652,0,0.0210312,0
"RaboskyEtAl2017_372","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",59,"birth-death",60,0,55,NA,NA,0.0463594,0,0.00753272,0
"RaboskyEtAl2017_372","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",59,"birth-death",71,80.7674,4,NA,NA,0.0908148,0,0.0236811,0
"RaboskyEtAl2017_373","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",32,"birth-death",33,0,30,NA,NA,0.0478199,0,0.0395787,0
"RaboskyEtAl2017_373","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",32,"birth-death",45,67.557574,2,NA,NA,0.221558,0,0.0652282,0
"RaboskyEtAl2017_374","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",15,"birth-death",16,0,15,NA,NA,0.109239,0,0.100343,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",1664,0,1587,NA,NA,0.0740493,0,0.00908506,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",3076,87.8807,2,NA,NA,0.0313688,0,0.0370264,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",3011,94.0907,2,NA,NA,0.0664709,0,0.00829028,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",2681,71.1731,33,NA,NA,0.111597,0,0.00496214,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",2696,86.7272,2,NA,NA,0.0304827,0,0.00162825,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",2015,65.8674,10,NA,NA,0.102779,0,0.0665173,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",1888,94.0748,2,NA,NA,0.0668926,0,0.0581769,0
"RaboskyEtAl2017_375","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1663,"birth-death",1802,89.8731,25,NA,NA,0.490735,0,0.129182,0
"RaboskyEtAl2017_376","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",214,"birth-death",215,0,212,NA,NA,0.0603487,0,0.02348,0
"RaboskyEtAl2017_376","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",214,"birth-death",300,81.26488,2,NA,NA,0.197215,0,0.0186947,0
"RaboskyEtAl2017_377","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",261,"birth-death",262,0,147,NA,NA,0.0511658,0,0.0187966,0
"RaboskyEtAl2017_377","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",261,"birth-death",265,26.3979,114,NA,NA,0.170919,0,0.114859,0
"RaboskyEtAl2017_378","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",49,"birth-death",50,0,49,NA,NA,0.0556291,0,0.00132832,0
"RaboskyEtAl2017_379","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",91,"birth-death",92,0,91,NA,NA,0.232642,0,0.194134,0
"RaboskyEtAl2017_380","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",94,"birth-death",95,0,92,NA,NA,0.0403398,0,0.0140507,0
"RaboskyEtAl2017_380","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",94,"birth-death",187,85.6194,2,NA,NA,0.136017,0,0.00135463,0
"RaboskyEtAl2017_381","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",698,"birth-death",699,0,617,NA,NA,0.0690733,0,0.0183734,0
"RaboskyEtAl2017_381","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",698,"birth-death",1304,83.6124,39,NA,NA,0.246298,0,0.0415894,0
"RaboskyEtAl2017_381","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",698,"birth-death",1098,68.4078,10,NA,NA,0.13925,0,0.0243313,0
"RaboskyEtAl2017_381","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",698,"birth-death",949,65.6318,2,NA,NA,0.00758208,0,0.0211024,0
"RaboskyEtAl2017_381","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",698,"birth-death",938,98.3951,2,NA,NA,0.0724558,0,0.0403001,0
"RaboskyEtAl2017_381","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",698,"birth-death",727,78.4397,26,NA,NA,0.122653,0,0.0415819,0
"RaboskyEtAl2017_381","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",698,"birth-death",732,94.1637,2,NA,NA,0.0481071,0,0.0247127,0
"RaboskyEtAl2017_382","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1201,"birth-death",1202,0,1127,NA,NA,0.106574,0,0.0503458,0
"RaboskyEtAl2017_382","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1201,"birth-death",2395,25.263,8,NA,NA,0.0313098,0,0.00764516,0
"RaboskyEtAl2017_382","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1201,"birth-death",2231,87.8074,12,NA,NA,0.194385,0,0.00397903,0
"RaboskyEtAl2017_382","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1201,"birth-death",2107,96.6743,2,NA,NA,0.0599147,0,0.0258637,0
"RaboskyEtAl2017_382","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1201,"birth-death",1583,96.1157,4,NA,NA,0.140233,0,0.00848808,0
"RaboskyEtAl2017_382","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1201,"birth-death",1434,72.0291,5,NA,NA,0.0690737,0,0.0221517,0
"RaboskyEtAl2017_382","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1201,"birth-death",1305,65.9804,43,NA,NA,0.108417,0,0.017858,0
"RaboskyEtAl2017_383","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",30,"birth-death",31,0,1,NA,NA,0.00227474,0,2.26954e-05,0
"RaboskyEtAl2017_383","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",30,"birth-death",32,32.769,29,NA,NA,0.0737767,0,0.022451,0
"RaboskyEtAl2017_384","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1015,"birth-death",1016,0,1006,NA,NA,0.120648,0,0.0644699,0
"RaboskyEtAl2017_384","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1015,"birth-death",1756,86.8089,2,NA,NA,0.0986599,0,0.0909614,0
"RaboskyEtAl2017_384","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1015,"birth-death",1409,85.1216,7,NA,NA,0.129775,0,0.0260741,0
"RaboskyEtAl2017_385","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2074,"birth-death",2075,0,2014,NA,NA,0.071062,0,0.0051748,0
"RaboskyEtAl2017_385","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2074,"birth-death",3869,89.7269,3,NA,NA,0.0671793,0,0.0113042,0
"RaboskyEtAl2017_385","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2074,"birth-death",3572,89.8444,2,NA,NA,0.0458966,0,0.0031219,0
"RaboskyEtAl2017_385","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2074,"birth-death",3155,66.1083,17,NA,NA,0.121643,0,0.0350167,0
"RaboskyEtAl2017_385","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2074,"birth-death",2816,97.3193,2,NA,NA,0.0746096,0,0.193026,0
"RaboskyEtAl2017_385","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2074,"birth-death",2686,92.8809,11,NA,NA,0.24267,0,0.0576377,0
"RaboskyEtAl2017_385","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2074,"birth-death",2537,79.9246,25,NA,NA,0.151267,0,0.00464323,0
"RaboskyEtAl2017_386","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",222,"birth-death",223,0,143,NA,NA,0.0488784,0,0.00580224,0
"RaboskyEtAl2017_386","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",222,"birth-death",378,88.7458,5,NA,NA,0.175037,0,0.0562626,0
"RaboskyEtAl2017_386","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",222,"birth-death",226,46.3936,74,NA,NA,0.141559,0,0.0706891,0
"RaboskyEtAl2017_387","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",12,"birth-death",13,0,12,NA,NA,0.026419,0,0.0111095,0
"RaboskyEtAl2017_388","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",191,"birth-death",192,0,191,NA,NA,0.145917,0,0.0782594,0
"RaboskyEtAl2017_389","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",219,"birth-death",220,0,112,NA,NA,0.0545883,0,0.0198713,0
"RaboskyEtAl2017_389","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",219,"birth-death",223,26.583,107,NA,NA,0.0648524,0,0.0016174,0
"RaboskyEtAl2017_390","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",141,"birth-death",142,0,117,NA,NA,0.0530884,0,0.00538945,0
"RaboskyEtAl2017_390","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",141,"birth-death",235,62.5149,24,NA,NA,0.101934,0,0.0581589,0
"RaboskyEtAl2017_391","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",101,"birth-death",102,0,2,NA,NA,0.0204202,0,0.0315653,0
"RaboskyEtAl2017_391","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",101,"birth-death",104,4.6258,99,NA,NA,0.23105,0,0.0720305,0
"RaboskyEtAl2017_392","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",19,"birth-death",20,0,19,NA,NA,0.0367623,0,0.0194731,0
"RaboskyEtAl2017_393","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",55,"birth-death",56,0,55,NA,NA,0.0295989,0,0.00255578,0
"RaboskyEtAl2017_394","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",686,"birth-death",687,0,668,NA,NA,0.0662394,0,0.00458647,0
"RaboskyEtAl2017_394","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",686,"birth-death",1333,88.30314,5,NA,NA,0.352259,0,0.148374,0
"RaboskyEtAl2017_394","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",686,"birth-death",1306,85.75324,2,NA,NA,0.0371954,0,0.0607176,0
"RaboskyEtAl2017_394","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",686,"birth-death",890,74.90694,11,NA,NA,0.161428,0,0.170532,0
"RaboskyEtAl2017_395","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",23,"birth-death",24,0,15,NA,NA,0.122966,0,0.126935,0
"RaboskyEtAl2017_395","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",23,"birth-death",39,28.36699,8,NA,NA,0.0330332,0,0.00502478,0
"RaboskyEtAl2017_396","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1421,"birth-death",1422,0,792,NA,NA,0.107506,0,0.014707,0
"RaboskyEtAl2017_396","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1421,"birth-death",2278,70.71301,96,NA,NA,0.505838,0,0.0175895,0
"RaboskyEtAl2017_396","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1421,"birth-death",1684,46.28411,529,NA,NA,0.20676,0,0.00927718,0
"RaboskyEtAl2017_396","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1421,"birth-death",2214,77.36591,2,NA,NA,0.0807456,0,0.0228031,0
"RaboskyEtAl2017_396","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1421,"birth-death",2148,75.13721,2,NA,NA,0.0831664,0,0.0629756,0
"RaboskyEtAl2017_397","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",20,"birth-death",21,0,20,NA,NA,0.0908349,0,0.0818216,0
"RaboskyEtAl2017_398","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",327,"birth-death",328,0,318,NA,NA,0.0551541,0,0.0134002,0
"RaboskyEtAl2017_398","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",327,"birth-death",639,93.8011,2,NA,NA,0.0802629,0,0.275685,0
"RaboskyEtAl2017_398","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",327,"birth-death",536,88.0166,7,NA,NA,0.279308,0,0.184153,0
"RaboskyEtAl2017_399","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",230,"birth-death",231,0,224,NA,NA,0.0900667,0,0.0377101,0
"RaboskyEtAl2017_399","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",230,"birth-death",421,82.24315,2,NA,NA,0.0322672,0,0.0184498,0
"RaboskyEtAl2017_399","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",230,"birth-death",332,37.67565,4,NA,NA,0.0580178,0,0.0566622,0
"RaboskyEtAl2017_400","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",699,"birth-death",700,0,696,NA,NA,0.072723,0,0.00856301,0
"RaboskyEtAl2017_400","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",699,"birth-death",1396,76.71696,3,NA,NA,0.0861581,0,0.0146037,0
"evolvingRates_1","evolvingRates","this study","single-regime, evolving lambda",32,"evolving rates",33,0,32,NA,0.03,0.078,0,0,0
