"treeName","setname","source","description","nTips_all","processType","regimeMRCA","regimeTime","regime_nTips","K","sigma","lambda0","lambda1","mu0","mu1"
"Rabosky2014_DD_k1_72","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",245,"pure-birth",246,0,245,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_72","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",245,"diversity-dependent",275,67.2456,205,213.465,NA,0.367034,NA,0.0489345,NA
"Rabosky2014_DD_k1_73","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",118,"pure-birth",119,0,118,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_73","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",118,"diversity-dependent",120,46.6085,88,83.8131,NA,0.309694,NA,0.0258144,NA
"Rabosky2014_DD_k1_74","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",180,"pure-birth",181,0,180,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_74","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",180,"diversity-dependent",213,49.3877,148,150.817,NA,0.21026,NA,0.0341541,NA
"Rabosky2014_DD_k1_75","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"pure-birth",105,0,104,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_75","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"diversity-dependent",115,71.7742,77,111.818,NA,0.297685,NA,0.0410971,NA
"Rabosky2014_DD_k1_76","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",90,"pure-birth",91,0,90,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_76","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",90,"diversity-dependent",119,61.7425,42,43.1874,NA,0.278705,NA,0.0213812,NA
"Rabosky2014_DD_k1_77","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",242,"pure-birth",243,0,242,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_77","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",242,"diversity-dependent",266,59.234,178,211.723,NA,0.274481,NA,0.0288387,NA
"Rabosky2014_DD_k1_78","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",96,"pure-birth",97,0,96,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_78","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",96,"diversity-dependent",153,77.7981,36,35.134,NA,0.341036,NA,0.0264296,NA
"Rabosky2014_DD_k1_79","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",67,"pure-birth",68,0,67,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_79","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",67,"diversity-dependent",89,43.0693,27,28.0512,NA,0.277535,NA,0.0125752,NA
"Rabosky2014_DD_k1_80","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",268,"pure-birth",269,0,268,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_80","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",268,"diversity-dependent",289,63.3688,232,228.123,NA,0.398576,NA,0.0310017,NA
"Rabosky2014_DD_k1_81","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",273,"pure-birth",274,0,273,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_81","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",273,"diversity-dependent",288,68.8353,227,230.241,NA,0.355522,NA,0.00812433,NA
"Rabosky2014_DD_k1_82","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",114,"pure-birth",115,0,114,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_82","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",114,"diversity-dependent",117,56.3225,48,50.3161,NA,0.161396,NA,0.0109571,NA
"Rabosky2014_DD_k1_83","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",274,"pure-birth",275,0,274,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_83","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",274,"diversity-dependent",305,66.1196,148,155.894,NA,0.332078,NA,0.0200232,NA
"Rabosky2014_DD_k1_84","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",114,"pure-birth",115,0,114,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_84","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",114,"diversity-dependent",118,46.7096,84,160.642,NA,0.122563,NA,0.0239323,NA
"Rabosky2014_DD_k1_85","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",261,"pure-birth",262,0,261,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_85","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",261,"diversity-dependent",265,64.456,232,232.601,NA,0.330478,NA,0.0287824,NA
"Rabosky2014_DD_k1_86","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",133,"pure-birth",134,0,133,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_86","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",133,"diversity-dependent",145,55.7766,84,87.1076,NA,0.369777,NA,0.0334155,NA
"Rabosky2014_DD_k1_87","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",257,"pure-birth",258,0,257,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_87","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",257,"diversity-dependent",269,47.2697,144,150.586,NA,0.247621,NA,0.0375188,NA
"Rabosky2014_DD_k1_88","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",106,"pure-birth",107,0,106,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_88","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",106,"diversity-dependent",146,52.7013,47,45.398,NA,0.320468,NA,0.042902,NA
"Rabosky2014_DD_k1_89","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",164,"pure-birth",165,0,164,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_89","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",164,"diversity-dependent",166,59.0193,123,123.009,NA,0.201782,NA,0.0294206,NA
"Rabosky2014_DD_k1_90","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",69,"pure-birth",70,0,69,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_90","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",69,"diversity-dependent",90,64.9165,28,198.685,NA,0.151328,NA,0.0388016,NA
"Rabosky2014_DD_k1_91","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",248,"pure-birth",249,0,248,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_91","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",248,"diversity-dependent",278,64.049,145,144.637,NA,0.332546,NA,0.0433764,NA
"Rabosky2014_DD_k1_92","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",133,"pure-birth",134,0,133,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_92","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",133,"diversity-dependent",145,62.5232,107,112.593,NA,0.295077,NA,0.0291706,NA
"Rabosky2014_DD_k1_93","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",195,"pure-birth",196,0,195,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_93","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",195,"diversity-dependent",216,67.3493,126,169.365,NA,0.216189,NA,0.0199966,NA
"Rabosky2014_DD_k1_94","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",187,"pure-birth",188,0,187,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_94","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",187,"diversity-dependent",246,78.3924,88,244.928,NA,0.237062,NA,0.0362229,NA
"Rabosky2014_DD_k1_95","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",181,"pure-birth",182,0,181,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_95","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",181,"diversity-dependent",199,47.2738,144,160.319,NA,0.142003,NA,0.000174336,NA
"Rabosky2014_DD_k1_96","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"pure-birth",105,0,104,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_96","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"diversity-dependent",135,55.3632,32,225.695,NA,0.126733,NA,0.037011,NA
"Rabosky2014_DD_k1_97","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",99,"pure-birth",100,0,99,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_97","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",99,"diversity-dependent",116,78.3972,68,159.326,NA,0.232884,NA,0.00424703,NA
"Rabosky2014_DD_k1_98","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",184,"pure-birth",185,0,184,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_98","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",184,"diversity-dependent",200,74.6921,137,134.937,NA,0.310349,NA,0.0468837,NA
"Rabosky2014_DD_k1_99","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",190,"pure-birth",191,0,190,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_99","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",190,"diversity-dependent",213,64.2535,147,148.858,NA,0.293563,NA,0.0442987,NA
"Rabosky2014_DD_k1_100","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",174,"pure-birth",175,0,174,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_100","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",174,"diversity-dependent",219,59.8501,125,126.509,NA,0.225143,NA,0.017857,NA
"Rabosky2014_DD_k1_101","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",124,"pure-birth",125,0,124,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_101","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",124,"diversity-dependent",165,53.2848,78,77.7093,NA,0.384362,NA,0.00318092,NA
"Rabosky2014_DD_k1_102","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",267,"pure-birth",268,0,267,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_102","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",267,"diversity-dependent",334,56.345,201,200.271,NA,0.318766,NA,0.00641929,NA
"Rabosky2014_DD_k1_103","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",270,"pure-birth",271,0,270,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_103","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",270,"diversity-dependent",297,67.3494,219,230.821,NA,0.234893,NA,0.0269974,NA
"Rabosky2014_DD_k1_104","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",272,"pure-birth",273,0,272,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_104","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",272,"diversity-dependent",297,51.092,240,238.28,NA,0.258731,NA,0.0134139,NA
"Rabosky2014_DD_k1_105","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",324,"pure-birth",325,0,324,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_105","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",324,"diversity-dependent",439,58.8932,203,217.339,NA,0.214873,NA,0.0100014,NA
"Rabosky2014_DD_k1_106","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",263,"pure-birth",264,0,263,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_106","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",263,"diversity-dependent",292,58.5935,224,247.259,NA,0.227855,NA,0.0295978,NA
"Rabosky2014_DD_k1_107","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",175,"pure-birth",176,0,175,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_107","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",175,"diversity-dependent",248,48.1683,42,181.944,NA,0.0964187,NA,0.00122478,NA
"Rabosky2014_DD_k1_108","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",203,"pure-birth",204,0,203,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_108","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",203,"diversity-dependent",207,54.7198,138,149.222,NA,0.366193,NA,0.0303194,NA
"Rabosky2014_DD_k1_109","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",144,"pure-birth",145,0,144,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_109","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",144,"diversity-dependent",255,55.9654,30,69.1554,NA,0.134421,NA,0.0437948,NA
"Rabosky2014_DD_k1_110","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",63,"pure-birth",64,0,63,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_110","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",63,"diversity-dependent",81,55.1847,38,45.5914,NA,0.13171,NA,0.034953,NA
"Rabosky2014_DD_k1_111","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",203,"pure-birth",204,0,203,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_111","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",203,"diversity-dependent",282,77.9055,67,77.2207,NA,0.377441,NA,0.0359649,NA
"Rabosky2014_DD_k1_112","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"pure-birth",105,0,104,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_112","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"diversity-dependent",132,78.2259,48,82.0657,NA,0.244129,NA,0.00335947,NA
"Rabosky2014_DD_k1_113","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",227,"pure-birth",228,0,227,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_113","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",227,"diversity-dependent",249,46.249,189,187.54,NA,0.292658,NA,0.0207167,NA
"Rabosky2014_DD_k1_114","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",250,"pure-birth",251,0,250,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_114","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",250,"diversity-dependent",315,40.5401,186,181.047,NA,0.382443,NA,0.0467177,NA
"Rabosky2014_DD_k1_115","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",91,"pure-birth",92,0,91,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_115","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",91,"diversity-dependent",118,79.9348,51,85.5867,NA,0.258249,NA,0.00620655,NA
"Rabosky2014_DD_k1_116","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",77,"pure-birth",78,0,77,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_116","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",77,"diversity-dependent",103,62.4293,52,154.82,NA,0.124096,NA,0.00355381,NA
"Rabosky2014_DD_k1_117","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",185,"pure-birth",186,0,185,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_117","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",185,"diversity-dependent",220,46.1651,144,146.407,NA,0.204528,NA,0.0218348,NA
"Rabosky2014_DD_k1_118","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",149,"pure-birth",150,0,149,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_118","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",149,"diversity-dependent",188,72.6736,106,111.788,NA,0.27335,NA,0.013436,NA
"Rabosky2014_DD_k1_119","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",123,"pure-birth",124,0,123,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_119","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",123,"diversity-dependent",152,60.3391,72,67.7368,NA,0.390188,NA,0.041284,NA
"Rabosky2014_DD_k1_120","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"pure-birth",105,0,104,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_120","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",104,"diversity-dependent",152,66.473,53,109.491,NA,0.150672,NA,0.0145873,NA
"Rabosky2014_DD_k1_121","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",54,"pure-birth",55,0,54,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_121","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",54,"diversity-dependent",71,74.9313,25,46.7816,NA,0.135972,NA,0.0184004,NA
"Rabosky2014_DD_k1_122","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",175,"pure-birth",176,0,175,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_122","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",175,"diversity-dependent",250,56.3113,101,101.687,NA,0.262933,NA,0.00206563,NA
"Rabosky2014_DD_k1_123","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",66,"pure-birth",67,0,66,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_123","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",66,"diversity-dependent",85,76.1077,41,65.3963,NA,0.238328,NA,0.0246778,NA
"Rabosky2014_DD_k1_124","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",157,"pure-birth",158,0,157,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_124","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",157,"diversity-dependent",168,65.4749,113,111.2,NA,0.364039,NA,0.00738199,NA
"Rabosky2014_DD_k1_125","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",319,"pure-birth",320,0,319,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_125","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",319,"diversity-dependent",405,40.3117,224,228.727,NA,0.393122,NA,0.0347412,NA
"Rabosky2014_DD_k1_126","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",117,"pure-birth",118,0,117,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_126","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",117,"diversity-dependent",140,74.2465,87,224.785,NA,0.240163,NA,0.0308916,NA
"Rabosky2014_DD_k1_127","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",223,"pure-birth",224,0,223,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_127","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",223,"diversity-dependent",276,79.0382,113,188.01,NA,0.352708,NA,0.00112669,NA
"Rabosky2014_DD_k1_128","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",252,"pure-birth",253,0,252,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_128","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",252,"diversity-dependent",335,46.8981,164,161.067,NA,0.192777,NA,0.00716548,NA
"Rabosky2014_DD_k1_129","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",180,"pure-birth",181,0,180,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_129","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",180,"diversity-dependent",190,59.4815,137,138.304,NA,0.278076,NA,0.0106845,NA
"Rabosky2014_DD_k1_130","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",216,"pure-birth",217,0,216,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_130","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",216,"diversity-dependent",223,70.8368,185,193.827,NA,0.34986,NA,0.0142879,NA
"Rabosky2014_DD_k1_131","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",150,"pure-birth",151,0,150,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_131","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",150,"diversity-dependent",190,42.0187,94,213.454,NA,0.121321,NA,0.041872,NA
"Rabosky2014_DD_k1_132","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",221,"pure-birth",222,0,221,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_132","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",221,"diversity-dependent",235,48.3457,85,74.784,NA,0.276987,NA,0.0465735,NA
"Rabosky2014_DD_k1_133","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",173,"pure-birth",174,0,173,NA,NA,0.032,0,0,0
"Rabosky2014_DD_k1_133","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",173,"diversity-dependent",205,55.7504,116,115.346,NA,0.368889,NA,0.00155709,NA
"Rabosky2014_DD_k1_134","Rabosky2014_DD_k1","Rabosky 2014","PB root regime, 1 shift to diversity-dependent",235,"pure-birth",236,0,235,NA,NA,0.032,0,0,0
